Date,Time Detected,Species,Family,Order
10/17/23,3:23:29,zeep,parulidae,passeriformes
10/17/23,3:26:13,N/A,N/A,passeriformes
10/17/23,3:34:38,dbup,parulidae,passeriformes
10/17/23,3:34:38,N/A,parulidae,passeriformes
10/17/23,3:58:00,N/A,N/A,passeriformes
10/17/23,3:58:03,bzwa,parulidae,passeriformes
10/17/23,4:07:04,sbuf,parulidae,passeriformes
10/17/23,4:21:06,N/A,calcariidae,passeriformes
10/17/23,5:13:18,N/A,N/A,passeriformes
10/17/23,5:22:23,N/A,passerellidae,passeriformes
10/17/23,5:34:08,zeep,parulidae,passeriformes
10/17/23,5:37:35,N/A,parulidae,passeriformes
10/17/23,6:01:10,N/A,N/A,passeriformes
10/17/23,6:05:11,whtspa,passerellidae,passeriformes
10/17/23,6:05:58,whtspa,passerellidae,passeriformes
10/17/23,6:06:12,whtspa,passerellidae,passeriformes
10/17/23,6:06:21,N/A,passerellidae,passeriformes
10/17/23,6:06:34,whtspa,passerellidae,passeriformes
10/17/23,6:06:40,N/A,passerellidae,passeriformes
10/17/23,6:07:02,N/A,N/A,passeriformes
10/17/23,6:07:11,whtspa,passerellidae,passeriformes
10/17/23,6:09:19,whtspa,passerellidae,passeriformes
10/17/23,6:16:25,whtspa,passerellidae,passeriformes
10/18/23,18:53:39,N/A,N/A,passeriformes
10/18/23,18:58:16,N/A,N/A,passeriformes
10/18/23,19:03:52,N/A,ardeidae,pelecaniformes
10/18/23,19:07:37,N/A,N/A,passeriformes
10/18/23,19:21:55,N/A,N/A,passeriformes
10/18/23,19:21:55,N/A,parulidae,passeriformes
10/18/23,19:32:07,N/A,N/A,passeriformes
10/18/23,19:32:25,N/A,parulidae,passeriformes
10/18/23,19:37:21,N/A,N/A,passeriformes
10/18/23,20:19:53,N/A,N/A,passeriformes
10/18/23,20:20:08,N/A,passerellidae,passeriformes
10/18/23,20:24:36,N/A,parulidae,passeriformes
10/18/23,20:31:25,N/A,N/A,passeriformes
10/18/23,20:32:59,N/A,N/A,passeriformes
10/18/23,22:02:51,N/A,passerellidae,passeriformes
10/18/23,22:49:47,N/A,calcariidae,passeriformes
10/18/23,22:51:22,N/A,N/A,passeriformes
10/18/23,22:51:39,N/A,N/A,passeriformes
10/18/23,23:00:29,N/A,N/A,passeriformes
10/18/23,23:03:31,N/A,N/A,passeriformes
10/18/23,23:16:25,N/A,parulidae,passeriformes
10/18/23,23:49:50,N/A,N/A,passeriformes
10/18/23,0:05:59,N/A,N/A,passeriformes
10/18/23,1:14:52,comyel,parulidae,passeriformes
10/18/23,1:14:53,bzwa,parulidae,passeriformes
10/18/23,2:04:41,N/A,N/A,passeriformes
10/18/23,2:11:24,N/A,N/A,passeriformes
10/18/23,2:12:17,N/A,N/A,passeriformes
10/18/23,2:12:18,bzwa,parulidae,passeriformes
10/18/23,2:32:52,N/A,N/A,passeriformes
10/18/23,2:43:53,savspa,passerellidae,passeriformes
10/18/23,2:47:16,N/A,N/A,passeriformes
10/18/23,3:24:06,N/A,N/A,passeriformes
10/18/23,3:24:07,N/A,parulidae,passeriformes
10/18/23,4:35:51,N/A,N/A,passeriformes
10/18/23,5:45:14,N/A,N/A,passeriformes
10/18/23,6:26:08,N/A,cuculidae,cuculiformes
10/18/23,6:34:07,N/A,ardeidae,pelecaniformes
10/19/23,18:50:33,N/A,parulidae,passeriformes
10/19/23,19:07:37,zeep,parulidae,passeriformes
10/19/23,19:07:37,N/A,parulidae,passeriformes
10/19/23,19:53:35,N/A,N/A,passeriformes
10/19/23,19:55:04,N/A,N/A,passeriformes
10/19/23,20:21:57,sbuf,parulidae,passeriformes
10/19/23,20:21:57,N/A,parulidae,passeriformes
10/19/23,20:46:45,N/A,N/A,passeriformes
10/19/23,20:59:15,N/A,N/A,passeriformes
10/19/23,21:01:27,N/A,ardeidae,pelecaniformes
10/19/23,21:05:18,N/A,N/A,passeriformes
10/19/23,21:24:50,N/A,N/A,passeriformes
10/19/23,21:47:39,N/A,parulidae,passeriformes
10/19/23,21:48:56,zeep,parulidae,passeriformes
10/19/23,21:48:57,N/A,N/A,passeriformes
10/19/23,21:52:58,N/A,parulidae,passeriformes
10/19/23,22:08:10,N/A,parulidae,passeriformes
10/19/23,22:08:10,zeep,parulidae,passeriformes
10/19/23,22:23:27,N/A,N/A,passeriformes
10/19/23,23:05:19,N/A,N/A,passeriformes
10/19/23,23:05:19,N/A,parulidae,passeriformes
10/19/23,0:32:49,desp,passerellidae,passeriformes
10/19/23,2:28:02,sbuf,parulidae,passeriformes
10/19/23,3:17:23,N/A,N/A,passeriformes
10/19/23,3:24:18,N/A,N/A,passeriformes
10/19/23,3:40:29,N/A,parulidae,passeriformes
10/19/23,3:42:00,N/A,N/A,passeriformes
10/19/23,4:11:32,desp,passerellidae,passeriformes
10/19/23,4:40:56,N/A,N/A,passeriformes
10/19/23,4:53:32,zeep,parulidae,passeriformes
10/19/23,4:53:33,N/A,parulidae,passeriformes
10/19/23,5:08:46,N/A,parulidae,passeriformes
10/19/23,5:08:49,N/A,parulidae,passeriformes
10/19/23,5:15:04,btbwar,parulidae,passeriformes
10/19/23,5:35:11,N/A,N/A,passeriformes
10/19/23,6:01:32,N/A,parulidae,passeriformes
10/19/23,6:22:30,N/A,N/A,passeriformes
10/19/23,6:26:39,N/A,parulidae,passeriformes
10/19/23,6:35:11,N/A,parulidae,passeriformes
10/20/23,19:14:41,N/A,N/A,passeriformes
10/20/23,19:31:12,N/A,parulidae,passeriformes
10/20/23,19:54:50,N/A,N/A,passeriformes
10/20/23,20:03:07,N/A,N/A,passeriformes
10/20/23,20:04:41,N/A,parulidae,passeriformes
10/20/23,20:05:15,N/A,N/A,passeriformes
10/20/23,20:17:11,N/A,parulidae,passeriformes
10/20/23,20:24:07,bzwa,parulidae,passeriformes
10/20/23,20:25:00,N/A,N/A,passeriformes
10/20/23,20:29:28,N/A,N/A,passeriformes
10/20/23,20:30:58,N/A,parulidae,passeriformes
10/20/23,20:34:03,N/A,cuculidae,cuculiformes
10/20/23,20:34:13,N/A,parulidae,passeriformes
10/20/23,20:35:51,N/A,N/A,passeriformes
10/20/23,20:39:02,N/A,N/A,passeriformes
10/20/23,20:41:43,N/A,N/A,passeriformes
10/20/23,20:42:27,sbuf,parulidae,passeriformes
10/20/23,20:48:01,N/A,N/A,passeriformes
10/20/23,20:52:41,N/A,parulidae,passeriformes
10/20/23,20:54:57,N/A,parulidae,passeriformes
10/20/23,20:54:58,N/A,N/A,passeriformes
10/20/23,20:57:55,N/A,N/A,passeriformes
10/20/23,21:02:56,N/A,parulidae,passeriformes
10/20/23,21:11:06,N/A,parulidae,passeriformes
10/20/23,21:16:13,N/A,cuculidae,cuculiformes
10/20/23,21:21:14,N/A,parulidae,passeriformes
10/20/23,21:24:21,N/A,parulidae,passeriformes
10/20/23,21:28:44,N/A,parulidae,passeriformes
10/20/23,21:32:17,sbuf,parulidae,passeriformes
10/20/23,21:35:45,N/A,parulidae,passeriformes
10/20/23,21:35:45,amered,parulidae,passeriformes
10/20/23,21:39:22,dbup,parulidae,passeriformes
10/20/23,21:39:30,sbuf,parulidae,passeriformes
10/20/23,21:50:31,N/A,parulidae,passeriformes
10/20/23,21:53:46,N/A,parulidae,passeriformes
10/20/23,21:55:48,savspa,passerellidae,passeriformes
10/20/23,21:57:05,N/A,N/A,passeriformes
10/20/23,22:04:54,N/A,N/A,passeriformes
10/20/23,22:04:55,N/A,parulidae,passeriformes
10/20/23,22:07:25,N/A,N/A,passeriformes
10/20/23,22:08:18,N/A,N/A,passeriformes
10/20/23,22:08:33,bzwa,parulidae,passeriformes
10/20/23,22:15:51,N/A,N/A,passeriformes
10/20/23,22:15:51,N/A,parulidae,passeriformes
10/20/23,22:15:55,N/A,N/A,passeriformes
10/20/23,22:17:23,N/A,passerellidae,passeriformes
10/20/23,22:17:23,desp,passerellidae,passeriformes
10/20/23,22:19:19,N/A,N/A,passeriformes
10/20/23,22:20:13,N/A,parulidae,passeriformes
10/20/23,22:20:13,sbuf,parulidae,passeriformes
10/20/23,22:22:41,N/A,parulidae,passeriformes
10/20/23,22:23:34,N/A,parulidae,passeriformes
10/20/23,22:27:19,N/A,N/A,passeriformes
10/20/23,22:27:19,desp,passerellidae,passeriformes
10/20/23,22:27:36,N/A,N/A,passeriformes
10/20/23,22:27:40,sbuf,parulidae,passeriformes
10/20/23,22:28:25,sbuf,parulidae,passeriformes
10/20/23,22:28:49,N/A,passerellidae,passeriformes
10/20/23,22:28:54,N/A,N/A,passeriformes
10/20/23,22:29:00,N/A,N/A,passeriformes
10/20/23,22:32:38,N/A,passerellidae,passeriformes
10/20/23,22:33:27,desp,passerellidae,passeriformes
10/20/23,22:35:08,N/A,N/A,passeriformes
10/20/23,22:44:55,N/A,parulidae,passeriformes
10/20/23,22:46:30,N/A,parulidae,passeriformes
10/20/23,22:49:50,whtspa,passerellidae,passeriformes
10/20/23,22:56:07,N/A,N/A,passeriformes
10/20/23,22:58:20,N/A,parulidae,passeriformes
10/20/23,23:00:38,N/A,parulidae,passeriformes
10/20/23,23:02:12,N/A,parulidae,passeriformes
10/20/23,23:07:03,N/A,parulidae,passeriformes
10/20/23,23:08:05,N/A,parulidae,passeriformes
10/20/23,23:09:41,N/A,parulidae,passeriformes
10/20/23,23:09:42,N/A,N/A,passeriformes
10/20/23,23:09:47,sbuf,parulidae,passeriformes
10/20/23,23:10:08,sbuf,parulidae,passeriformes
10/20/23,23:10:08,N/A,parulidae,passeriformes
10/20/23,23:15:40,N/A,parulidae,passeriformes
10/20/23,23:15:40,N/A,N/A,passeriformes
10/20/23,23:17:57,N/A,N/A,passeriformes
10/20/23,23:22:58,N/A,passerellidae,passeriformes
10/20/23,23:25:40,N/A,N/A,passeriformes
10/20/23,23:27:00,N/A,parulidae,passeriformes
10/20/23,23:31:02,N/A,parulidae,passeriformes
10/20/23,23:31:36,N/A,parulidae,passeriformes
10/20/23,23:31:51,N/A,parulidae,passeriformes
10/20/23,23:36:46,N/A,parulidae,passeriformes
10/20/23,23:42:13,N/A,ardeidae,pelecaniformes
10/20/23,23:48:18,N/A,N/A,passeriformes
10/20/23,23:52:52,sbuf,parulidae,passeriformes
10/20/23,0:03:06,N/A,parulidae,passeriformes
10/20/23,0:05:17,sbuf,parulidae,passeriformes
10/20/23,0:08:14,N/A,parulidae,passeriformes
10/20/23,0:09:14,N/A,N/A,passeriformes
10/20/23,0:16:13,N/A,N/A,passeriformes
10/20/23,0:18:24,sbuf,parulidae,passeriformes
10/20/23,0:24:48,N/A,parulidae,passeriformes
10/20/23,0:25:51,N/A,N/A,passeriformes
10/20/23,0:35:07,N/A,N/A,passeriformes
10/20/23,0:52:46,N/A,N/A,passeriformes
10/20/23,1:03:16,bzwa,parulidae,passeriformes
10/20/23,1:05:51,N/A,N/A,passeriformes
10/20/23,1:15:17,N/A,N/A,passeriformes
10/20/23,1:22:19,N/A,N/A,passeriformes
10/20/23,1:24:18,sbuf,parulidae,passeriformes
10/20/23,1:32:27,bzwa,parulidae,passeriformes
10/20/23,1:37:21,N/A,N/A,passeriformes
10/20/23,1:37:29,sbuf,parulidae,passeriformes
10/20/23,1:38:55,N/A,parulidae,passeriformes
10/20/23,1:46:30,N/A,parulidae,passeriformes
10/20/23,1:52:11,N/A,N/A,passeriformes
10/20/23,1:58:31,N/A,N/A,passeriformes
10/20/23,2:09:23,N/A,N/A,passeriformes
10/20/23,2:10:08,N/A,parulidae,passeriformes
10/20/23,2:19:46,N/A,N/A,passeriformes
10/20/23,2:21:45,N/A,N/A,passeriformes
10/20/23,2:29:48,N/A,parulidae,passeriformes
10/20/23,2:36:33,N/A,N/A,passeriformes
10/20/23,2:37:00,N/A,N/A,passeriformes
10/20/23,2:46:50,sbuf,parulidae,passeriformes
10/20/23,2:46:54,N/A,parulidae,passeriformes
10/20/23,2:54:09,N/A,N/A,passeriformes
10/20/23,3:25:54,N/A,N/A,passeriformes
10/20/23,3:45:31,N/A,N/A,passeriformes
10/20/23,3:45:32,N/A,parulidae,passeriformes
10/20/23,3:45:49,N/A,N/A,passeriformes
10/20/23,4:02:29,N/A,N/A,passeriformes
10/20/23,4:08:57,bzwa,parulidae,passeriformes
10/20/23,4:09:41,N/A,parulidae,passeriformes
10/20/23,4:11:12,N/A,N/A,passeriformes
10/20/23,4:24:24,N/A,N/A,passeriformes
10/20/23,4:39:03,dbup,parulidae,passeriformes
10/20/23,4:43:12,N/A,parulidae,passeriformes
10/20/23,4:47:15,N/A,parulidae,passeriformes
10/20/23,5:11:36,N/A,parulidae,passeriformes
10/20/23,5:25:38,N/A,N/A,passeriformes
10/20/23,5:27:51,N/A,N/A,passeriformes
10/20/23,5:53:46,N/A,N/A,passeriformes
10/20/23,5:54:06,N/A,N/A,passeriformes
10/20/23,6:24:49,thsh,turdidae,passeriformes
10/21/23,18:51:35,zeep,parulidae,passeriformes
10/21/23,18:51:37,N/A,N/A,passeriformes
10/21/23,18:52:15,N/A,N/A,passeriformes
10/21/23,18:52:26,N/A,parulidae,passeriformes
10/21/23,18:52:37,N/A,N/A,passeriformes
10/21/23,18:53:06,N/A,N/A,passeriformes
10/21/23,18:54:06,N/A,parulidae,passeriformes
10/21/23,18:54:06,N/A,N/A,passeriformes
10/21/23,18:54:38,N/A,N/A,passeriformes
10/21/23,18:58:33,swli,passerellidae,passeriformes
10/21/23,19:16:49,zeep,parulidae,passeriformes
10/21/23,19:32:41,N/A,N/A,passeriformes
10/21/23,19:41:00,rebnut,sittidae,passeriformes
10/21/23,19:43:14,N/A,N/A,passeriformes
10/21/23,19:56:35,N/A,parulidae,passeriformes
10/21/23,20:51:27,N/A,N/A,passeriformes
10/21/23,20:57:15,N/A,N/A,passeriformes
10/21/23,20:59:24,N/A,N/A,passeriformes
10/21/23,20:59:31,N/A,N/A,passeriformes
10/21/23,21:28:33,N/A,N/A,passeriformes
10/21/23,21:38:56,N/A,N/A,passeriformes
10/21/23,22:14:01,daejun,passerellidae,passeriformes
10/21/23,22:25:20,N/A,N/A,passeriformes
10/21/23,22:25:20,N/A,parulidae,passeriformes
10/21/23,22:32:25,bzwa,parulidae,passeriformes
10/21/23,22:57:06,N/A,N/A,passeriformes
10/21/23,23:05:11,N/A,parulidae,passeriformes
10/21/23,23:05:24,dbup,parulidae,passeriformes
10/21/23,23:10:33,N/A,N/A,passeriformes
10/21/23,23:11:29,N/A,N/A,passeriformes
10/21/23,23:41:39,N/A,parulidae,passeriformes
10/21/23,0:47:19,N/A,parulidae,passeriformes
10/21/23,1:01:28,N/A,N/A,passeriformes
10/21/23,1:13:45,N/A,N/A,passeriformes
10/21/23,1:23:21,N/A,passerellidae,passeriformes
10/21/23,1:23:23,savspa,passerellidae,passeriformes
10/21/23,1:30:10,N/A,N/A,passeriformes
10/21/23,1:31:49,N/A,N/A,passeriformes
10/21/23,1:41:27,sbuf,parulidae,passeriformes
10/21/23,1:50:10,N/A,N/A,passeriformes
10/21/23,2:01:33,N/A,passerellidae,passeriformes
10/21/23,2:14:01,N/A,N/A,passeriformes
10/21/23,2:39:50,N/A,N/A,passeriformes
10/21/23,3:05:54,amered,parulidae,passeriformes
10/21/23,3:14:14,N/A,parulidae,passeriformes
10/21/23,3:14:14,N/A,N/A,passeriformes
10/21/23,3:14:30,dbup,parulidae,passeriformes
10/21/23,3:23:16,zeep,parulidae,passeriformes
10/21/23,3:25:02,N/A,parulidae,passeriformes
10/21/23,3:37:40,N/A,parulidae,passeriformes
10/21/23,3:52:43,N/A,parulidae,passeriformes
10/21/23,3:55:56,N/A,N/A,passeriformes
10/21/23,4:05:38,grnher,ardeidae,pelecaniformes
10/21/23,4:12:09,N/A,N/A,passeriformes
10/21/23,5:00:39,N/A,parulidae,passeriformes
10/21/23,5:20:40,N/A,parulidae,passeriformes
10/21/23,5:20:40,N/A,N/A,passeriformes
10/21/23,5:20:51,zeep,parulidae,passeriformes
10/22/23,19:08:25,N/A,parulidae,passeriformes
10/22/23,19:11:45,N/A,N/A,passeriformes
10/22/23,19:36:11,yebcuc,cuculidae,cuculiformes
10/22/23,19:46:52,N/A,parulidae,passeriformes
10/22/23,19:58:02,N/A,N/A,passeriformes
10/22/23,20:41:27,N/A,passerellidae,passeriformes
10/22/23,21:25:17,bzwa,parulidae,passeriformes
10/22/23,22:09:17,N/A,N/A,passeriformes
10/22/23,22:09:59,N/A,N/A,passeriformes
10/22/23,22:28:02,savspa,passerellidae,passeriformes
10/22/23,22:57:50,zeep,parulidae,passeriformes
10/22/23,23:13:56,N/A,passerellidae,passeriformes
10/22/23,23:17:43,N/A,N/A,passeriformes
10/22/23,23:19:50,N/A,N/A,passeriformes
10/22/23,23:31:29,N/A,N/A,passeriformes
10/22/23,23:31:43,zeep,parulidae,passeriformes
10/22/23,23:38:39,N/A,passerellidae,passeriformes
10/22/23,23:38:39,savspa,passerellidae,passeriformes
10/22/23,23:51:12,N/A,passerellidae,passeriformes
10/22/23,23:51:13,N/A,N/A,passeriformes
10/22/23,23:51:13,amtspa,passerellidae,passeriformes
10/22/23,23:51:14,desp,passerellidae,passeriformes
10/22/23,23:51:18,N/A,N/A,passeriformes
10/22/23,23:54:34,N/A,parulidae,passeriformes
10/22/23,0:01:58,N/A,N/A,passeriformes
10/22/23,0:09:18,N/A,N/A,passeriformes
10/22/23,0:09:45,N/A,N/A,passeriformes
10/22/23,0:20:59,N/A,N/A,passeriformes
10/22/23,0:25:14,N/A,N/A,passeriformes
10/22/23,0:46:31,N/A,N/A,passeriformes
10/22/23,0:47:36,N/A,N/A,passeriformes
10/22/23,0:55:30,N/A,N/A,passeriformes
10/22/23,0:58:30,N/A,N/A,passeriformes
10/22/23,1:06:39,N/A,passerellidae,passeriformes
10/22/23,1:34:57,N/A,N/A,passeriformes
10/22/23,1:41:40,N/A,N/A,passeriformes
10/22/23,1:41:40,N/A,parulidae,passeriformes
10/22/23,2:07:20,dbup,parulidae,passeriformes
10/22/23,2:21:37,N/A,N/A,passeriformes
10/22/23,2:33:02,N/A,N/A,passeriformes
10/22/23,2:55:52,N/A,passerellidae,passeriformes
10/22/23,2:55:53,N/A,N/A,passeriformes
10/22/23,3:00:48,N/A,parulidae,passeriformes
10/22/23,3:02:01,N/A,N/A,passeriformes
10/22/23,3:11:37,N/A,N/A,passeriformes
10/22/23,3:22:08,N/A,N/A,passeriformes
10/22/23,3:38:02,N/A,N/A,passeriformes
10/22/23,3:41:06,savspa,passerellidae,passeriformes
10/22/23,4:10:21,savspa,passerellidae,passeriformes
10/22/23,4:21:31,N/A,N/A,passeriformes
10/22/23,4:29:38,N/A,parulidae,passeriformes
10/22/23,4:29:38,N/A,N/A,passeriformes
10/22/23,4:45:23,N/A,passerellidae,passeriformes
10/22/23,4:45:26,N/A,N/A,passeriformes
10/22/23,4:48:42,N/A,N/A,passeriformes
10/22/23,4:51:25,N/A,N/A,passeriformes
10/22/23,4:51:29,savspa,passerellidae,passeriformes
10/22/23,4:51:33,savspa,passerellidae,passeriformes
10/22/23,5:02:27,savspa,passerellidae,passeriformes
10/22/23,5:14:13,N/A,N/A,passeriformes
10/22/23,5:26:34,savspa,passerellidae,passeriformes
10/22/23,5:27:45,dbup,parulidae,passeriformes
10/22/23,5:40:09,amtspa,passerellidae,passeriformes
10/22/23,5:53:20,N/A,parulidae,passeriformes
10/22/23,5:53:21,N/A,N/A,passeriformes
10/22/23,6:00:47,N/A,N/A,passeriformes
10/22/23,6:04:05,N/A,ardeidae,pelecaniformes
10/22/23,6:23:18,N/A,N/A,charadriiformes
10/23/23,19:17:26,N/A,N/A,passeriformes
10/23/23,19:32:08,N/A,N/A,passeriformes
10/23/23,19:45:45,N/A,N/A,passeriformes
10/23/23,19:59:59,N/A,N/A,passeriformes
10/23/23,20:08:39,N/A,N/A,passeriformes
10/23/23,20:15:26,N/A,N/A,passeriformes
10/23/23,20:18:08,N/A,ardeidae,pelecaniformes
10/23/23,21:07:11,N/A,N/A,passeriformes
10/23/23,21:07:14,N/A,N/A,passeriformes
10/23/23,21:08:40,N/A,N/A,passeriformes
10/23/23,21:44:44,amered,parulidae,passeriformes
10/23/23,21:59:47,bzwa,parulidae,passeriformes
10/23/23,21:59:48,comyel,parulidae,passeriformes
10/23/23,22:14:00,N/A,ardeidae,pelecaniformes
10/23/23,22:18:52,N/A,N/A,passeriformes
10/23/23,22:58:07,cups,passerellidae,passeriformes
10/23/23,23:01:33,N/A,N/A,passeriformes
10/23/23,23:19:00,N/A,N/A,passeriformes
10/23/23,23:20:19,N/A,passerellidae,passeriformes
10/23/23,23:32:41,N/A,N/A,passeriformes
10/23/23,23:32:59,N/A,N/A,passeriformes
10/23/23,23:37:00,N/A,N/A,passeriformes
10/23/23,23:41:32,N/A,N/A,passeriformes
10/23/23,0:16:34,N/A,N/A,passeriformes
10/23/23,0:18:09,whtspa,passerellidae,passeriformes
10/23/23,0:47:26,cups,passerellidae,passeriformes
10/23/23,0:47:26,chispa,passerellidae,passeriformes
10/23/23,0:47:42,N/A,passerellidae,passeriformes
10/23/23,0:51:58,N/A,N/A,passeriformes
10/23/23,0:54:11,N/A,N/A,passeriformes
10/23/23,1:19:35,N/A,N/A,passeriformes
10/23/23,1:27:16,sbuf,parulidae,passeriformes
10/23/23,1:27:18,N/A,parulidae,passeriformes
10/23/23,1:27:30,N/A,N/A,passeriformes
10/23/23,1:33:13,N/A,parulidae,passeriformes
10/23/23,1:33:30,N/A,passerellidae,passeriformes
10/23/23,1:46:21,N/A,passerellidae,passeriformes
10/23/23,1:47:09,N/A,N/A,passeriformes
10/23/23,1:49:31,N/A,parulidae,passeriformes
10/23/23,1:58:12,N/A,N/A,passeriformes
10/23/23,1:58:21,N/A,parulidae,passeriformes
10/23/23,1:58:21,zeep,parulidae,passeriformes
10/23/23,2:02:22,N/A,parulidae,passeriformes
10/23/23,2:23:00,N/A,N/A,passeriformes
10/23/23,2:23:00,savspa,passerellidae,passeriformes
10/23/23,2:23:28,N/A,N/A,passeriformes
10/23/23,2:23:28,desp,passerellidae,passeriformes
10/23/23,2:24:04,N/A,N/A,passeriformes
10/23/23,2:25:59,herthr,turdidae,passeriformes
10/23/23,2:26:14,N/A,parulidae,passeriformes
10/23/23,2:26:19,whtspa,passerellidae,passeriformes
10/23/23,2:26:20,N/A,passerellidae,passeriformes
10/23/23,2:37:00,N/A,N/A,passeriformes
10/23/23,2:37:58,N/A,N/A,passeriformes
10/23/23,2:38:17,N/A,N/A,passeriformes
10/23/23,2:38:58,N/A,passerellidae,passeriformes
10/23/23,2:42:21,bzwa,parulidae,passeriformes
10/23/23,2:45:44,savspa,passerellidae,passeriformes
10/23/23,2:51:30,desp,passerellidae,passeriformes
10/23/23,2:51:30,N/A,N/A,passeriformes
10/23/23,2:53:21,N/A,N/A,passeriformes
10/23/23,2:53:33,N/A,N/A,passeriformes
10/23/23,3:04:45,N/A,N/A,passeriformes
10/23/23,3:07:21,savspa,passerellidae,passeriformes
10/23/23,3:11:58,N/A,N/A,passeriformes
10/23/23,3:11:58,N/A,passerellidae,passeriformes
10/23/23,3:20:44,N/A,N/A,passeriformes
10/23/23,3:24:36,sfhs,passerellidae,passeriformes
10/23/23,3:28:05,herthr,turdidae,passeriformes
10/23/23,3:30:15,whtspa,passerellidae,passeriformes
10/23/23,3:30:28,N/A,parulidae,passeriformes
10/23/23,3:30:28,N/A,N/A,passeriformes
10/23/23,3:33:05,N/A,N/A,passeriformes
10/23/23,3:33:10,sfhs,passerellidae,passeriformes
10/23/23,3:34:10,N/A,N/A,passeriformes
10/23/23,3:35:15,N/A,N/A,passeriformes
10/23/23,3:36:15,whtspa,passerellidae,passeriformes
10/23/23,3:38:42,N/A,passerellidae,passeriformes
10/23/23,3:38:42,N/A,N/A,passeriformes
10/23/23,3:54:26,N/A,passerellidae,passeriformes
10/23/23,3:55:35,cups,passerellidae,passeriformes
10/23/23,3:55:36,N/A,passerellidae,passeriformes
10/23/23,3:55:42,N/A,N/A,passeriformes
10/23/23,3:55:42,N/A,passerellidae,passeriformes
10/23/23,3:57:00,N/A,N/A,passeriformes
10/23/23,3:57:02,N/A,N/A,passeriformes
10/23/23,3:57:27,N/A,passerellidae,passeriformes
10/23/23,3:57:27,whtspa,passerellidae,passeriformes
10/23/23,3:59:03,whtspa,passerellidae,passeriformes
10/23/23,3:59:09,N/A,passerellidae,passeriformes
10/23/23,3:59:24,swli,passerellidae,passeriformes
10/23/23,3:59:40,N/A,N/A,passeriformes
10/23/23,3:59:45,N/A,N/A,passeriformes
10/23/23,4:00:02,N/A,N/A,passeriformes
10/23/23,4:00:40,whtspa,passerellidae,passeriformes
10/23/23,4:00:40,N/A,passerellidae,passeriformes
10/23/23,4:00:45,whtspa,passerellidae,passeriformes
10/23/23,4:01:24,whtspa,passerellidae,passeriformes
10/23/23,4:01:46,whtspa,passerellidae,passeriformes
10/23/23,4:01:56,whtspa,passerellidae,passeriformes
10/23/23,4:03:02,N/A,passerellidae,passeriformes
10/23/23,4:03:04,N/A,passerellidae,passeriformes
10/23/23,4:04:38,whtspa,passerellidae,passeriformes
10/23/23,4:04:41,whtspa,passerellidae,passeriformes
10/23/23,4:06:10,whtspa,passerellidae,passeriformes
10/23/23,4:11:53,whtspa,passerellidae,passeriformes
10/23/23,4:12:36,whtspa,passerellidae,passeriformes
10/23/23,4:12:42,N/A,passerellidae,passeriformes
10/23/23,4:12:43,whtspa,passerellidae,passeriformes
10/23/23,4:12:48,whtspa,passerellidae,passeriformes
10/23/23,4:13:05,whtspa,passerellidae,passeriformes
10/23/23,4:13:06,N/A,passerellidae,passeriformes
10/23/23,4:13:08,N/A,passerellidae,passeriformes
10/23/23,4:13:08,swli,passerellidae,passeriformes
10/23/23,4:13:15,N/A,passerellidae,passeriformes
10/23/23,4:13:24,N/A,passerellidae,passeriformes
10/23/23,4:13:28,whtspa,passerellidae,passeriformes
10/23/23,4:13:35,N/A,N/A,passeriformes
10/23/23,4:13:59,whtspa,passerellidae,passeriformes
10/23/23,4:14:13,whtspa,passerellidae,passeriformes
10/23/23,4:14:25,herthr,turdidae,passeriformes
10/23/23,4:14:59,whtspa,passerellidae,passeriformes
10/23/23,4:15:03,whtspa,passerellidae,passeriformes
10/23/23,4:16:10,N/A,passerellidae,passeriformes
10/23/23,4:16:11,swli,passerellidae,passeriformes
10/23/23,4:17:27,N/A,N/A,passeriformes
10/23/23,4:18:30,N/A,N/A,passeriformes
10/23/23,4:18:44,N/A,passerellidae,passeriformes
10/23/23,4:18:44,N/A,N/A,passeriformes
10/23/23,4:26:45,N/A,N/A,passeriformes
10/23/23,4:28:06,whtspa,passerellidae,passeriformes
10/23/23,4:28:10,savspa,passerellidae,passeriformes
10/23/23,4:29:18,swli,passerellidae,passeriformes
10/23/23,4:32:44,zeep,parulidae,passeriformes
10/23/23,4:33:50,whtspa,passerellidae,passeriformes
10/23/23,4:33:56,whtspa,passerellidae,passeriformes
10/23/23,4:34:54,whtspa,passerellidae,passeriformes
10/23/23,4:34:59,N/A,passerellidae,passeriformes
10/23/23,4:34:59,whtspa,passerellidae,passeriformes
10/23/23,4:35:01,whtspa,passerellidae,passeriformes
10/23/23,4:36:54,N/A,N/A,passeriformes
10/23/23,4:37:11,N/A,parulidae,passeriformes
10/23/23,4:39:04,whtspa,passerellidae,passeriformes
10/23/23,4:39:40,whtspa,passerellidae,passeriformes
10/23/23,4:42:38,N/A,passerellidae,passeriformes
10/23/23,4:42:43,N/A,turdidae,passeriformes
10/23/23,4:46:01,N/A,N/A,passeriformes
10/23/23,4:46:57,N/A,N/A,passeriformes
10/23/23,4:46:57,N/A,parulidae,passeriformes
10/23/23,4:47:28,N/A,N/A,passeriformes
10/23/23,4:47:44,whtspa,passerellidae,passeriformes
